adaptive_power,noise_level,bandwidth,interference,rain_fade,building_shadowing,user_mobility,snr,doppler_shift,multipath_fading,outage,channel_quality
1.249080237694725,0.22799726016810135,0.5308767414437037,0.26834045098534337,0.0,0.0,0.6547019267733092,2.5165934597070483,0.01575148855192768,2.46762742022897,0.0,9.40998157416897
2.722656614723173,0.12904180608409974,1.9548647782429915,0.18042422429595378,0.0,0.0,1.1127094055037017,5.0,0.028103581953194314,2.7983322711496466,0.0,9.40998157416897
2.3803866719850912,0.48308807288746763,1.7486639612006325,0.3024756431632238,0.0,0.0,0.8198083930243585,2.754694290746966,0.008358365212736196,5.20801966002819,0.0,9.40998157416897
1.968756758448827,0.40055750587160444,0.8185086660174142,0.19319450186421164,0.0,0.0,0.912491875062017,3.0968119697702323,0.02367880601792664,3.5835498268409616,0.0,9.40998157416897
0.812037280884873,0.5040362888980228,0.7727374508106509,0.27912291401980416,0.0,0.0,0.819488016331181,1.0368738282835146,0.0025924667452471573,1.4299079934183725,0.0,9.40998157416897
0.7818484499495253,0.24935784076708623,1.6569055200289187,0.3123298126827558,0.0,0.0,0.9096688913232134,1.3919630334536868,0.007438544097897016,1.2052677106017018,0.0,12.175247041044674
2.4046184417924277,0.1027610585618012,0.6110669776011355,0.1830898024852649,0.0,0.0,0.21407646877307673,5.0,2.9882850792115195e-05,3.8263051865167217,0.0,12.175247041044674
0.9340114160954959,0.4577307142274171,1.0376985928164089,0.2563558350286024,0.0,0.0,1.2465707513125672,1.1890733528648438,0.009422073460466834,1.3475614947725223,0.0,12.175247041044674
2.8001174575246006,0.45342867192380854,0.6738035892876946,0.18109823217156626,0.0,0.0,1.0261141204714515,4.121488328641867,0.031626425372689386,5.755348846104488,0.0,12.175247041044674
2.044489538593315,0.5145035840204937,1.7946551388133902,0.28251833220267464,0.0,0.0,0.9102977948602398,2.56516100370426,0.03236344423674212,5.779344439360503,0.0,12.175247041044674
1.1360069499437278,0.5803652916281717,0.6797980510005242,0.3203018958895178,0.0,0.0,0.989586469088427,1.2612949219063407,0.006130208276660377,1.5262604933475437,0.0,5.470948794482358
0.9224442367752206,0.10347606526559536,1.006422757105442,0.18636296023792942,0.0,0.0,0.6493965887141404,2.972426517774729,0.009518832687006493,1.3083410569958647,0.0,5.470948794482358
1.2714573575922719,0.30537365128878285,1.9143645558687787,0.34717820827209606,0.0,0.0,1.342846844354506,1.7713079936078981,0.004642104756892975,1.3635323664949357,0.0,5.470948794482358
1.6013944352761929,0.3087055015743895,0.9848043980311328,0.2462447294942112,0.0,0.0,1.2255799098060323,2.695082999803162,0.023708837295610925,2.8093724792388066,0.0,5.470948794482358
2.1360295318449865,0.26105390523536515,1.278185932615049,0.27517822958253635,0.0,0.0,1.237309584112914,3.9834045614785065,0.055375400490296336,2.9254822413750814,0.0,5.470948794482358
1.0158832554303112,0.27092614545022586,1.008544686573051,0.3279875545857624,0.0,0.0,1.4649803215052617,1.6962097466951707,0.022051207481141075,1.4581405873287565,0.0,13.15420670529283
2.1000806262501355,0.1465513839029496,1.0238143619189914,0.21420316461542882,0.0,0.0,0.7075954989318036,5.0,0.01674313549068245,4.97981814576116,0.0,13.15420670529283
0.0,0.4986078789766634,1.588933518305359,0.2584139964995049,0.0,0.0,1.2361253811227355,3.083721192249644,0.04071761490360491,3.940649621104552,1.0,13.15420670529283
1.8756955702560125,0.5502090285816652,1.8456653899288655,0.16616287140946143,0.0,0.0,1.3475786737022213,2.445409960186787,0.04599617176168431,9.000603775124944,0.0,13.15420670529283
1.559301156712013,0.466550728636634,1.830629636397676,0.33985541885270787,0.0,0.0,0.7537953044944868,1.9336424475020786,0.010311800440808651,2.955399320055164,0.0,13.15420670529283
2.3809171687058286,0.6141592812938628,0.9416733381043785,0.305680126245835,0.0,0.0,1.1545105801625979,2.5884052685610497,0.04309512105996158,3.398518560396311,0.0,12.335170268563367
2.7295397224150446,0.31409207415865714,1.0776465929028878,0.24361547741607814,0.05,0.0,1.1541357852736627,4.194910041246997,0.043456520154648764,4.307322766314544,0.0,12.335170268563367
2.7827016584849873,0.5333274095218348,1.7767050072752855,0.3196029796674973,0.0,0.0,1.1545143058918144,2.9659264255378197,0.03871837338728481,11.126420334961757,0.0,12.335170268563367
1.4794424412206904,0.5818099885446264,0.9753830077344166,0.20700611700893654,0.0,0.0,2.155819447196416,1.75166144177361,0.025092205355324533,1.5416641843683183,0.0,12.335170268563367
0.0,0.5765047277336801,0.7542391200291387,0.2597176493770768,0.0,0.0,1.1712671532079502,0.6348947930478736,0.008578204082971464,0.8305154570474557,1.0,12.335170268563367
